gene_name	log2FC_deseq2	padj	avg.RPM.ctrl
ENSMUSG00000029245	-21.123352692244822	3.6453777830634684e-5	58.217123900478555
ENSMUSG00000030397	-21.01383651360289	3.6453777830634684e-5	206.9088606755322
ENSMUSG00000038013	-20.886409195111266	3.6453777830634684e-5	113.43371408185142
ENSMUSG00000039662	-20.886409195111266	3.6453777830634684e-5	85.81229634728189
ENSMUSG00000030519	-20.86025009251963	3.6453777830634684e-5	325.8241296360709
ENSMUSG00000036955	-20.86025009251963	3.6453777830634684e-5	152.17189396787114
ENSMUSG00000023089	-20.711805012614366	3.6453777830634684e-5	165.5126375319847
ENSMUSG00000028060	-20.711805012614366	3.6453777830634684e-5	37.07828099113745
ENSMUSG00000028525	-9.654042151914377	0.909176221650798	384.8253869084604
ENSMUSG00000023048	-8.840218141917678	0.909176221650798	591.4079579606964
ENSMUSG00000015709	-8.804881919653052	0.909176221650798	424.50528330470405
ENSMUSG00000024949	-8.643824648637047	0.909176221650798	507.1203643426054
ENSMUSG00000021290	-8.546663607403328	0.909176221650798	96.9553144595794
ENSMUSG00000033361	-8.529411692933643	0.909176221650798	182.59671558921295
ENSMUSG00000034403	-8.462300265713651	0.909176221650798	378.1316321343752
ENSMUSG00000024030	-8.022268264462674	0.909176221650798	216.17841170237085
ENSMUSG00000003316	-7.898089852068077	0.909176221650798	616.9841283410921
ENSMUSG00000024750	-7.79556790367363	0.909176221650798	178.07913164672664
ENSMUSG00000072214	-7.787774829584573	0.909176221650798	2072.354364503143
ENSMUSG00000047888	-7.736526135910026	0.909176221650798	172.01212618456623
ENSMUSG00000028843	-7.654942441217592	0.909176221650798	206.81254427931398
ENSMUSG00000020864	-7.619757412291458	0.909176221650798	288.9554661645894
ENSMUSG00000022312	-7.467134450850176	0.909176221650798	23.743721373141145
ENSMUSG00000021024	-7.455727211876525	0.909176221650798	450.243893672068
ENSMUSG00000031393	-7.440688302175315	0.909176221650798	189.100363792866
ENSMUSG00000003500	-7.440584174408384	0.909176221650798	138.0324444017122
ENSMUSG00000030374	-7.388566529013179	0.909176221650798	309.2074756311352
ENSMUSG00000034192	-7.363162665834174	0.909176221650798	43.475699467992754
ENSMUSG00000020289	-7.331376004949224	0.909176221650798	57.89748923099956
ENSMUSG00000022055	-7.331376004949224	0.909176221650798	302.7244784816813
ENSMUSG00000026347	-7.275889341087417	0.909176221650798	192.5323871805684
ENSMUSG00000037640	-7.24326897066887	0.909176221650798	27.622911883367653
ENSMUSG00000027349	-7.143429107465081	0.909176221650798	69.5639700322397
ENSMUSG00000032405	-7.131008971207137	0.909176221650798	85.89999035122314
ENSMUSG00000023960	-7.1243762469899	0.909176221650798	422.68813091949124
ENSMUSG00000029875	-7.123152923821865	0.909176221650798	78.36317600961529
ENSMUSG00000027375	-7.0867953926820055	0.909176221650798	154.61863868143888
ENSMUSG00000061689	-7.0867953926820055	0.909176221650798	291.4648316082903
ENSMUSG00000031392	-7.054211403053621	0.909176221650798	126.53263163738181
ENSMUSG00000031432	-7.048204619203833	0.909176221650798	280.2252027340015
ENSMUSG00000045962	-6.99978517266814	0.909176221650798	84.48300300450886
ENSMUSG00000000711	-6.999060681066371	0.909176221650798	77.8630013495955
ENSMUSG00000028467	-6.967786125414225	0.909176221650798	41.01638136198609
ENSMUSG00000012535	-6.963187562489117	0.909176221650798	92.34665747158506
ENSMUSG00000031376	-6.963187562489117	0.909176221650798	109.71789969156325
ENSMUSG00000038729	-6.941368931391317	0.909176221650798	102.22372086122601
ENSMUSG00000059173	-6.8961320621031605	0.909176221650798	404.68331934290245
ENSMUSG00000078427	-6.8961320621031605	0.909176221650798	1010.0727699824872
ENSMUSG00000020954	-6.883954357574934	0.909176221650798	265.5201045194198
ENSMUSG00000029211	-6.882622712867446	0.909176221650798	98.97815612218042
ENSMUSG00000040447	-6.882622712867446	0.909176221650798	17.15825851179837
ENSMUSG00000022426	-6.873068652660464	0.909176221650798	48.603990551058956
ENSMUSG00000033998	-6.825806724484159	0.909176221650798	122.12879804139592
ENSMUSG00000061731	-6.825806724484159	0.909176221650798	38.03413212301631
ENSMUSG00000031913	-6.809888135597556	0.909176221650798	97.30397536349604
ENSMUSG00000032177	-6.804577037600658	0.909176221650798	130.25590511860247
ENSMUSG00000014592	-6.801807827881582	0.909176221650798	300.8331751586586
