Sample	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125
RT_Gad2_1 - Adapter 1	0.3036500605160881	0.14874201014202276	0.08625838463658918	0.09831847836074613	0.6781841573240213	1.125	2.1176470588235294	52.94117647058823	35.238095238095234	352.0	2530.0	1060.0	2650.0	870.0	2570.0	4200.0	900.0	3480.0	1670.0	4570.0	1270.0	960.0	4280.0	1170.0	4200.0	5610.0	1380.0	2840.0	1320.0	4910.0	1560.0	4230.0	3900.0	1300.0	1330.0	4920.0	1900.0	8110.0	5100.0	1280.0	2250.0	1380.0	3160.0	6920.0	3710.0	800.0	3260.0	7360.0	4660.0	7770.0	17210.0	5580.0	8410.0	3730.0	3830.0	5990.0	3780.0	13610.0	7140.0	4750.0	8090.0	10320.0	1690.0	1700.0	2440.0	2730.0	3040.0	2310.0	1260.0	1050.0	1470.0	2840.0	4660.0	6720.0	6380.0	6970.0	6250.0	6310.0	6560.0	6510.0	5510.0	5600.0	4600.0	4260.0	4030.0	4510.0	4260.0	4720.0	4790.0	4430.0	5260.0	4970.0	4860.0	4640.0	4470.0	4790.0	5900.0	6980.0	9910.0	12670.0	17490.0	20770.0	24410.0	24360.0	22430.0	20080.0	16530.0	12310.0	8700.0	5310.0	3090.0	1930.0	1120.0	980.0	850.0	1250.0	1540.0	1750.0	1310.0	1980.0	2290.0	2910.0	2730.0
RT_Gad2_2 - Adapter 1	0.2862307536950778	0.12400503665062733	0.0786334230593798	0.09173840421431324	0.7739747147702745	1.0279605263157896	2.335526315789474	55.526315789473685	41.31578947368421	329.0	2015.0	660.0	2270.0	645.0	2155.0	3065.0	765.0	3140.0	1405.0	4100.0	1150.0	765.0	4230.0	930.0	2940.0	4775.0	1290.0	2390.0	1185.0	4925.0	1430.0	4625.0	3380.0	1255.0	1115.0	4710.0	1750.0	9330.0	4905.0	1375.0	2165.0	1250.0	2745.0	6555.0	3165.0	570.0	3315.0	7560.0	5060.0	8400.0	19475.0	6570.0	9655.0	3820.0	4355.0	5785.0	3350.0	15060.0	7910.0	4325.0	8515.0	11725.0	2060.0	1865.0	2250.0	2835.0	3015.0	2435.0	1145.0	1135.0	1595.0	3535.0	5610.0	6765.0	7050.0	7720.0	7340.0	7215.0	7150.0	6840.0	6230.0	5980.0	5685.0	5075.0	5340.0	5135.0	5205.0	5070.0	4905.0	5305.0	4970.0	5035.0	4630.0	4600.0	4110.0	4515.0	6055.0	8040.0	10785.0	14165.0	18300.0	21855.0	24605.0	24505.0	21850.0	19040.0	15095.0	11105.0	6945.0	5355.0	3450.0	2110.0	1010.0	1050.0	940.0	1025.0	1385.0	1425.0	1465.0	1495.0	1215.0	1825.0	2365.0
RT_Gad2_3 - Adapter 1	0.290734603129548	0.21091785487904266	0.06673028565856105	0.12120030091109192	0.9361417586091608	1.3330361123495318	2.5311942959001783	65.0	40.57142857142857	393.3333333333333	2830.0	820.0	2635.0	695.0	2920.0	4420.0	960.0	4030.0	1970.0	4980.0	1405.0	1040.0	4640.0	990.0	4605.0	6365.0	1885.0	3000.0	1235.0	5955.0	1855.0	6015.0	4500.0	1595.0	1230.0	4945.0	1825.0	10760.0	5575.0	1445.0	2315.0	1465.0	3535.0	7385.0	3905.0	770.0	4265.0	8795.0	5175.0	9080.0	22205.0	7280.0	10555.0	3900.0	4505.0	6260.0	3710.0	17305.0	8955.0	5035.0	9290.0	12450.0	1805.0	1725.0	2825.0	3340.0	3190.0	2575.0	1175.0	1240.0	1625.0	3635.0	5550.0	7250.0	7815.0	8265.0	8445.0	8035.0	7790.0	7480.0	7305.0	6845.0	6245.0	5705.0	5900.0	6025.0	6255.0	5565.0	5950.0	5900.0	5825.0	5980.0	5660.0	5210.0	5080.0	5435.0	7015.0	9535.0	13195.0	17950.0	23415.0	27785.0	31710.0	31215.0	28550.0	24390.0	19535.0	14585.0	10400.0	6600.0	4520.0	2740.0	1035.0	1195.0	895.0	1220.0	1870.0	2350.0	2320.0	2070.0	2075.0	2340.0	2385.0
RT_vGluT2_1 - Adapter 1	0.3685324522107916	0.17253804013567875	0.08778889567505552	0.11461710580391798	1.3013698630136987	1.143587869930581	2.7923976608187133	71.81286549707602	48.83720930232558	458.18181818181813	2680.0	796.6666666666667	2566.666666666667	746.6666666666667	3113.3333333333335	4340.0	923.3333333333334	4336.666666666667	1710.0	5213.333333333334	1653.3333333333335	1200.0	5666.666666666667	1286.6666666666667	4493.333333333334	6123.333333333334	2016.6666666666667	3310.0	1470.0	5636.666666666667	1883.3333333333335	6396.666666666667	4640.0	1666.6666666666667	1443.3333333333335	5010.0	1913.3333333333335	10753.333333333334	4973.333333333334	1320.0	2530.0	1450.0	3686.666666666667	7610.0	3460.0	746.6666666666667	3710.0	8376.666666666668	4826.666666666667	8836.666666666668	20040.0	7073.333333333334	9693.333333333334	3396.666666666667	4166.666666666667	6160.0	3370.0	15050.0	7806.666666666667	4663.333333333334	8080.0	11616.666666666668	2073.3333333333335	1456.6666666666667	2510.0	2700.0	2566.666666666667	1916.6666666666667	896.6666666666667	880.0	1456.6666666666667	2700.0	4876.666666666667	6310.0	6386.666666666667	6540.0	6470.0	6936.666666666667	6546.666666666667	6100.0	5586.666666666667	5236.666666666667	4993.333333333334	4703.333333333334	4536.666666666667	4443.333333333334	4266.666666666667	4683.333333333334	4726.666666666667	5073.333333333334	5073.333333333334	5150.0	4830.0	4866.666666666667	4850.0	5073.333333333334	5863.333333333334	7656.666666666667	9666.666666666668	11863.333333333334	14413.333333333334	16220.0	17563.333333333336	16713.333333333336	15140.0	12573.333333333334	10950.0	9246.666666666668	6726.666666666667	4823.333333333334	3023.3333333333335	1646.6666666666667	813.3333333333334	690.0	423.33333333333337	596.6666666666667	743.3333333333334	636.6666666666667	876.6666666666667	496.6666666666667	556.6666666666667	853.3333333333334	996.6666666666667
RT_vGluT2_3 - Adapter 1	0.28296341795980395	0.15340249595445263	0.06862603892197812	0.05998474963992206	0.41954724142605393	0.6914316702819956	1.6811279826464207	43.98268398268398	33.44827586206897	287.14285714285717	1382.5	310.0	1052.5	285.0	1252.5	1902.5	350.0	1837.5	667.5	2037.5	632.5	455.0	1992.5	442.5	1937.5	2557.5	727.5	1277.5	582.5	2422.5	785.0	2650.0	2100.0	755.0	530.0	2172.5	740.0	4912.5	2372.5	592.5	1060.0	750.0	1847.5	3800.0	1482.5	355.0	1567.5	3937.5	2882.5	5112.5	10500.0	4070.0	5767.5	2005.0	2365.0	3540.0	2112.5	8127.5	4952.5	2540.0	4412.5	6002.5	947.5	932.5	1385.0	1740.0	1855.0	1410.0	627.5	640.0	902.5	1667.5	2750.0	3710.0	4222.5	4602.5	4527.5	4335.0	4077.5	3775.0	3560.0	3427.5	3477.5	3220.0	3215.0	3230.0	3532.5	3607.5	4152.5	4887.5	5495.0	5742.5	5897.5	5995.0	5892.5	6527.5	7990.0	9200.0	10737.5	12730.0	14127.5	15400.0	15635.0	14250.0	11905.0	9727.5	7027.5	4360.0	3340.0	1840.0	1100.0	662.5	337.5	390.0	327.5	410.0	747.5	945.0	1030.0	712.5	695.0	925.0	1395.0
S1_Gad2_1 - Adapter 1	0.4194787827511873	0.12316642028467258	0.08523188085231881	0.05131532381738822	0.26427560169891456	0.4339622641509434	1.8867924528301887	30.303030303030305	18.823529411764707	220.0	1220.0	350.0	870.0	270.0	1200.0	1810.0	340.0	1500.0	540.0	1920.0	560.0	500.0	1530.0	290.0	1680.0	2430.0	580.0	1060.0	360.0	1590.0	530.0	2430.0	1990.0	670.0	620.0	1480.0	610.0	4470.0	1550.0	610.0	870.0	470.0	1490.0	2980.0	1390.0	220.0	1480.0	3000.0	2140.0	3980.0	7440.0	2700.0	4000.0	1400.0	1630.0	2650.0	1550.0	6760.0	3360.0	2180.0	3420.0	4190.0	750.0	550.0	1010.0	1180.0	1020.0	860.0	560.0	460.0	530.0	1380.0	1960.0	2650.0	2910.0	3140.0	3520.0	3360.0	3090.0	2790.0	2790.0	2870.0	2290.0	2410.0	2700.0	3100.0	3170.0	3700.0	3730.0	4490.0	5110.0	5900.0	6290.0	6280.0	7230.0	7500.0	8480.0	10080.0	10100.0	10780.0	11700.0	11740.0	11110.0	9050.0	7220.0	6410.0	4580.0	3600.0	2150.0	1570.0	1100.0	790.0	340.0	390.0	170.0	370.0	380.0	360.0	570.0	660.0	1130.0	1010.0	620.0
S1_Gad2_2 - Adapter 1	0.5049171566007483	0.13333333333333333	0.12314358199595223	0.08437375292172625	0.7046750285062714	0.5200729927007299	2.007299270072993	33.91304347826087	30.58823529411765	230.0	1260.0	370.0	820.0	280.0	1590.0	2350.0	500.0	1970.0	580.0	2280.0	630.0	460.0	1730.0	390.0	1740.0	2750.0	670.0	1090.0	480.0	2540.0	640.0	2450.0	1800.0	600.0	440.0	1540.0	920.0	4380.0	1850.0	570.0	940.0	820.0	1630.0	3660.0	1820.0	330.0	1640.0	4120.0	2790.0	5110.0	8460.0	3430.0	4440.0	1560.0	1650.0	2740.0	1450.0	6740.0	4080.0	2390.0	4150.0	4710.0	1000.0	610.0	950.0	1110.0	1530.0	1030.0	580.0	350.0	620.0	1140.0	2700.0	3350.0	3160.0	3830.0	3920.0	3680.0	3730.0	3660.0	3320.0	2770.0	3000.0	2600.0	2810.0	2830.0	2690.0	2580.0	2320.0	2600.0	2730.0	2800.0	2450.0	2170.0	2110.0	2280.0	3110.0	4310.0	5710.0	7490.0	9120.0	9760.0	10770.0	10660.0	9760.0	7900.0	5730.0	4820.0	2900.0	2300.0	1230.0	840.0	380.0	420.0	180.0	470.0	730.0	450.0	540.0	310.0	470.0	1090.0	500.0
S1_Gad2_3 - Adapter 1	0.3785630808131275	0.1198229158068062	0.09001963748848686	0.033365772278604204	0.22246941045606228	0.3448275862068965	0.7111111111111111	21.071428571428573	32.85714285714286	100.0	600.0	180.0	680.0	170.0	470.0	1100.0	350.0	770.0	570.0	1250.0	330.0	410.0	1300.0	320.0	690.0	1130.0	300.0	570.0	260.0	1070.0	440.0	1300.0	890.0	290.0	260.0	900.0	410.0	1930.0	1260.0	320.0	520.0	330.0	640.0	1320.0	530.0	170.0	1070.0	1640.0	1020.0	1700.0	3650.0	1520.0	1910.0	770.0	960.0	1240.0	840.0	2660.0	1790.0	990.0	1540.0	2380.0	360.0	370.0	730.0	690.0	810.0	500.0	180.0	240.0	360.0	730.0	1040.0	1470.0	1590.0	1840.0	2080.0	1560.0	1640.0	1740.0	1470.0	1550.0	1440.0	1480.0	1300.0	1400.0	1280.0	1370.0	1320.0	1330.0	1750.0	1650.0	1750.0	1550.0	1850.0	1700.0	2450.0	2940.0	3790.0	5080.0	6390.0	7940.0	8970.0	9110.0	8230.0	6710.0	5780.0	3780.0	2320.0	1700.0	900.0	810.0	350.0	440.0	210.0	280.0	440.0	470.0	450.0	580.0	810.0	230.0	350.0
S1_vGluT2_1 - Adapter 1	0.3188751221272862	0.1156240587653989	0.09329602819790309	0.06691094471881472	0.4651903775689023	0.662842574888464	1.4030612244897958	37.95918367346938	20.4	300.0	1140.0	350.0	1055.0	190.0	1090.0	1895.0	200.0	1630.0	500.0	2045.0	710.0	495.0	2040.0	365.0	1475.0	2335.0	620.0	1105.0	415.0	2270.0	655.0	2260.0	1980.0	535.0	330.0	1980.0	785.0	4525.0	1995.0	645.0	875.0	640.0	1690.0	3095.0	1190.0	315.0	1175.0	2815.0	2240.0	3870.0	8350.0	2910.0	4635.0	1455.0	1790.0	2980.0	1505.0	7120.0	3690.0	2305.0	4000.0	4515.0	875.0	680.0	1175.0	1270.0	1230.0	1005.0	505.0	440.0	715.0	1545.0	2430.0	3100.0	3440.0	3750.0	3380.0	3565.0	3500.0	3015.0	3215.0	3525.0	3420.0	3535.0	3975.0	4410.0	5190.0	6020.0	8035.0	9650.0	11380.0	13630.0	14875.0	15720.0	17785.0	18855.0	20015.0	21405.0	21810.0	21400.0	21330.0	21320.0	21235.0	19840.0	17900.0	14825.0	11100.0	8840.0	6270.0	3865.0	2195.0	1185.0	560.0	575.0	435.0	485.0	455.0	540.0	655.0	650.0	345.0	610.0	1110.0
