gene_name	log2FC_deseq2	padj	avg.RPM.ctrl
ENSMUSG00000034708	-21.401930871950807	7.832763014277134e-6	63.09268156414621
ENSMUSG00000041272	-21.306465732315232	7.832763014277134e-6	48.33663390490713
ENSMUSG00000054728	10.85555893780115	0.04691987323433375	730.5445508395044
ENSMUSG00000090841	10.157699728102928	0.09016536519670866	2388.5764005234632
ENSMUSG00000014195	-8.851217810254571	0.09947906563152106	135.44708521012691
ENSMUSG00000054000	-8.12497538132661	0.09947906563152106	40.50756413082294
ENSMUSG00000037742	-7.814367456396186	0.09947906563152106	142.3988700037276
ENSMUSG00000031422	5.7398764218236975	0.09947906563152106	353.78027060365713
ENSMUSG00000070880	6.020744500067969	0.09947906563152106	416.16172421545696
ENSMUSG00000025468	6.104957438001697	0.09947906563152106	1715.9374958693581
ENSMUSG00000029328	6.378626006443714	0.09947906563152106	328.21189148253933
ENSMUSG00000029836	6.529455700935751	0.09947906563152106	163.629496786189
ENSMUSG00000056367	6.540768103644311	0.09947906563152106	62.88647796711784
ENSMUSG00000071076	6.565535777996044	0.09947906563152106	880.6101508202304
ENSMUSG00000022389	6.597583820076865	0.09947906563152106	96.35843813125494
ENSMUSG00000030704	6.604711823801167	0.09947906563152106	638.0428051297246
ENSMUSG00000035242	6.6377337790936455	0.09947906563152106	619.3013957313461
ENSMUSG00000021559	6.775879636741831	0.09947906563152106	106.10829905867251
ENSMUSG00000050556	6.857110799831299	0.09947906563152106	92.76408547082885
ENSMUSG00000030126	6.879273430387221	0.09947906563152106	243.5205282294051
ENSMUSG00000020794	6.903354426399689	0.09947906563152106	55.79435974555077
ENSMUSG00000028843	6.920128255974988	0.09947906563152106	238.35632354566616
ENSMUSG00000002844	6.931918827046783	0.09947906563152106	102.42579892905648
ENSMUSG00000027660	6.937487166107492	0.09947906563152106	106.45488306731627
ENSMUSG00000015165	6.962172118503402	0.09947906563152106	401.6558001893408
ENSMUSG00000020864	6.9669199609709445	0.09947906563152106	273.5519360064699
ENSMUSG00000032788	6.971046067158552	0.09947906563152106	259.88490978789645
ENSMUSG00000030685	6.97236577964771	0.09947906563152106	229.30517660681025
ENSMUSG00000022100	6.993159083253319	0.09947906563152106	96.68501363195308
ENSMUSG00000028945	7.006531022168909	0.09947906563152106	69.71986949208252
ENSMUSG00000025417	7.012985504573559	0.09947906563152106	122.91109356662409
ENSMUSG00000073096	7.016339856290314	0.09947906563152106	119.1875208117861
ENSMUSG00000062444	7.0293947742423715	0.09947906563152106	222.02538658004033
ENSMUSG00000068205	7.03974285868693	0.09947906563152106	58.13353205239391
ENSMUSG00000021811	7.04319124233861	0.09947906563152106	234.59007306263968
ENSMUSG00000024601	7.045676987254153	0.09947906563152106	98.17828102548484
ENSMUSG00000025189	7.0550605189374345	0.09947906563152106	111.09864193902153
ENSMUSG00000030987	7.058485893439082	0.09947906563152106	306.3120434311999
ENSMUSG00000018965	7.064060696120788	0.09947906563152106	584.4277138207765
ENSMUSG00000041203	7.07550886392302	0.09947906563152106	348.63309446588823
ENSMUSG00000005732	7.077206553189607	0.09947906563152106	91.35954135875527
ENSMUSG00000053907	7.0778729814863	0.09947906563152106	222.96410875198987
ENSMUSG00000037428	7.0893578028402	0.09947906563152106	107.81255140641703
ENSMUSG00000050321	7.107790716049809	0.09947906563152106	58.152861200208996
ENSMUSG00000026202	7.119331840194542	0.09947906563152106	400.0493460481561
ENSMUSG00000032216	7.142800531900459	0.09947906563152106	372.399782501598
ENSMUSG00000021134	7.145790630773897	0.09947906563152106	120.16986424687907
ENSMUSG00000025151	7.1722619065324444	0.09947906563152106	315.1175085691035
ENSMUSG00000048076	7.185797884648968	0.09947906563152106	1012.7262328577663
ENSMUSG00000023150	7.188258807688846	0.09947906563152106	105.91610330182307
ENSMUSG00000020889	7.190630483270568	0.09947906563152106	88.25566389547099
ENSMUSG00000045349	7.194553713586831	0.09947906563152106	7.593982339601415
ENSMUSG00000057147	7.207403895430762	0.09947906563152106	133.2907201957336
ENSMUSG00000035726	7.211264490315447	0.09947906563152106	96.68252123018357
ENSMUSG00000002580	7.228974060504975	0.09947906563152106	206.64079876952516
ENSMUSG00000058886	7.230021317245892	0.09947906563152106	37.98759383288651
ENSMUSG00000020785	7.230937543034291	0.09947906563152106	38.24273116068638
ENSMUSG00000059146	7.235473090458005	0.09947906563152106	1849.9249658942854
ENSMUSG00000050711	7.253251129940321	0.09947906563152106	174.25405403834264
ENSMUSG00000022992	7.256519825631198	0.09947906563152106	105.42845181505417
ENSMUSG00000006333	7.258468367732988	0.09947906563152106	1588.6470374825485
ENSMUSG00000038605	7.259563832387935	0.09947906563152106	137.501452300383
ENSMUSG00000025968	7.2639817457932905	0.09947906563152106	126.80237421329664
ENSMUSG00000039740	7.267762640749263	0.09947906563152106	201.4111398508335
ENSMUSG00000031921	7.268636277454324	0.09947906563152106	116.6287714256495
ENSMUSG00000001576	7.280767556345658	0.09947906563152106	178.65753255477537
ENSMUSG00000033022	7.283657474790223	0.09947906563152106	19.26375347834119
ENSMUSG00000053536	7.291064606737604	0.09947906563152106	132.50183198081476
ENSMUSG00000031913	7.297012757110324	0.09947906563152106	78.74832850429766
ENSMUSG00000020719	7.301896951893129	0.09947906563152106	84.95253524604325
ENSMUSG00000003316	7.302209188312812	0.09947906563152106	260.68220302168123
ENSMUSG00000034192	7.31628850676953	0.09947906563152106	91.9471777199348
ENSMUSG00000042688	7.317203912689481	0.09947906563152106	107.47178551326297
ENSMUSG00000061911	7.331600890961138	0.09947906563152106	118.22227330831684
ENSMUSG00000055707	7.3677595057352825	0.09947906563152106	57.01452741331363
ENSMUSG00000068099	7.369055122026683	0.09947906563152106	282.57322491969614
ENSMUSG00000033352	7.369076120073463	0.09947906563152106	37.61150286280979
ENSMUSG00000044475	7.3831762983065845	0.09947906563152106	228.61238667552774
ENSMUSG00000015806	7.3876535911492685	0.09947906563152106	633.8198308027221
ENSMUSG00000031633	7.391294149947311	0.09947906563152106	345.5094325167404
ENSMUSG00000029064	7.395923608618411	0.09947906563152106	2063.9990589925496
ENSMUSG00000059355	7.402639473082065	0.09947906563152106	118.22011159640846
ENSMUSG00000056296	7.433875580941987	0.09947906563152106	126.48357915065125
ENSMUSG00000047084	7.463768838738472	0.09947906563152106	42.01655291531958
ENSMUSG00000040811	7.466598824537925	0.09947906563152106	236.014491777113
ENSMUSG00000035382	7.4818008921891765	0.09947906563152106	272.54965214740537
ENSMUSG00000058254	7.481929807485952	0.09947906563152106	877.8389150092104
ENSMUSG00000057113	7.483959328779281	0.09947906563152106	83.8241967253443
ENSMUSG00000019775	7.524375092826862	0.09947906563152106	196.97539303618868
ENSMUSG00000010376	7.529211781727988	0.09947906563152106	747.0551943430344
ENSMUSG00000037894	7.53579770338577	0.09947906563152106	124.42976449536948
ENSMUSG00000030519	7.536779594883682	0.09947906563152106	270.77711906247976
ENSMUSG00000031840	7.570774619218676	0.09947906563152106	729.4816725873441
