gene_name	log2FC_deseq2	padj	avg.RPM.ctrl
ENSMUSG00000039607	-24.38162546409539	7.054416298585148e-6	202.07737286619997
ENSMUSG00000025781	-23.499530694228312	7.054416298585148e-6	97.12074046115507
ENSMUSG00000021948	-23.428029673497075	7.054416298585148e-6	132.23782061203946
ENSMUSG00000017286	-23.36186205034161	7.054416298585148e-6	37.173793030746054
ENSMUSG00000025178	-23.196679616525227	7.054416298585148e-6	88.91631532768093
ENSMUSG00000074643	-22.759346353890237	7.810124478734616e-6	106.46382810515229
ENSMUSG00000037270	-22.65287319008692	7.810124478734616e-6	71.43870768981591
ENSMUSG00000018451	-22.652772749179757	9.053539136743585e-6	135.05128408278733
ENSMUSG00000029245	-22.605156063207275	9.053539136743585e-6	58.217123900478555
ENSMUSG00000021196	-22.76385991426447	9.264171390625563e-6	136.74588599911252
ENSMUSG00000024661	-22.288401914459037	9.264171390625563e-6	816.5446531470482
ENSMUSG00000030513	-21.88879450366583	1.1710762806397633e-5	164.57433763524583
ENSMUSG00000040669	-21.780385161616003	1.1710762806397633e-5	57.350058633030386
ENSMUSG00000033998	-21.69443791395335	1.2134684474597286e-5	122.12879804139592
ENSMUSG00000036810	-21.65967103420325	1.2134684474597286e-5	42.35543317132917
ENSMUSG00000039747	-21.627658218002015	1.2134684474597286e-5	62.59672822088528
ENSMUSG00000022708	-21.82558438021503	1.3316609324162672e-5	406.1413860848441
ENSMUSG00000024370	-21.39744150467942	1.3778048980925914e-5	32.64773992153266
ENSMUSG00000019894	-21.267975379228492	1.4069894098027649e-5	69.64930476299939
ENSMUSG00000023150	-21.267975379228492	1.4069894098027649e-5	140.59332225413365
ENSMUSG00000046985	-21.267975379228492	1.4069894098027649e-5	111.88561769142459
ENSMUSG00000026987	-20.97901801671039	2.219701321181829e-5	78.0104512826025
ENSMUSG00000022312	-9.621985591287926	0.7445120644223349	23.743721373141145
ENSMUSG00000037640	-9.396666349074806	0.7445120644223349	27.622911883367653
ENSMUSG00000027375	-9.240672367406649	0.7445120644223349	154.61863868143888
ENSMUSG00000031392	-9.20867015406405	0.7445120644223349	126.53263163738181
ENSMUSG00000026932	-9.202050744477363	0.7445120644223349	496.84583485694833
ENSMUSG00000040447	-9.036310880938972	0.7445120644223349	17.15825851179837
ENSMUSG00000041530	-8.755695194159975	0.7445120644223349	28.89042348306376
ENSMUSG00000027833	-8.574527936057716	0.7445120644223349	67.23570314261626
ENSMUSG00000049600	-8.568011766045743	0.7445120644223349	15.573143499562175
ENSMUSG00000018412	-8.567686565003603	0.7445120644223349	106.51237955307508
ENSMUSG00000028525	-8.533570574528873	0.7445120644223349	384.8253869084604
ENSMUSG00000020705	-8.512751027287935	0.7445120644223349	35.92085711188952
ENSMUSG00000098950	-8.502203184618862	0.7445120644223349	35.52100473462116
ENSMUSG00000025162	-8.488493206638859	0.7445120644223349	50.14973125999795
ENSMUSG00000020821	-8.468312809344066	0.7445120644223349	143.1961278589079
ENSMUSG00000048264	-8.468312809344066	0.7445120644223349	30.529398852871733
ENSMUSG00000042404	-8.456068546576745	0.7445120644223349	34.179116982488274
ENSMUSG00000021508	-8.433606336464077	0.7445120644223349	28.39586081107962
ENSMUSG00000031150	-8.433606336464077	0.7445120644223349	10.741820349343723
ENSMUSG00000002718	-8.432286081602506	0.7445120644223349	43.69030267221998
ENSMUSG00000056050	-8.296818356414768	0.7445120644223349	66.57579538300784
ENSMUSG00000044349	-8.273365174034291	0.7445120644223349	253.04811497969504
ENSMUSG00000025016	-8.204231240158359	0.7445120644223349	107.09254126332961
ENSMUSG00000030218	-8.181638930484272	0.7445120644223349	104.98798415244738
ENSMUSG00000005774	-8.162642096414343	0.7445120644223349	23.944310181529286
ENSMUSG00000047013	-8.162642096414343	0.7445120644223349	129.85106879722258
ENSMUSG00000004937	-8.156638169267724	0.7445120644223349	44.33110286063736
ENSMUSG00000021577	-8.156638169267724	0.7445120644223349	102.80723166504565
ENSMUSG00000045441	-8.156638169267724	0.7445120644223349	47.49602277598954
ENSMUSG00000033871	-8.13424095939889	0.7445120644223349	36.96307504773418
ENSMUSG00000066456	-8.121040403157863	0.7445120644223349	71.48495159098961
ENSMUSG00000070902	-8.121040403157863	0.7445120644223349	18.273869641589435
ENSMUSG00000005417	-8.078064020904383	0.7445120644223349	175.30416450184958
ENSMUSG00000036634	-8.076739711677556	0.7445120644223349	468.2831516931715
ENSMUSG00000031750	-8.04730511184824	0.7445120644223349	43.32642638996796
ENSMUSG00000001986	-8.014686739968315	0.7445120644223349	161.3099762457796
ENSMUSG00000035236	-7.985303618550037	0.7445120644223349	60.74651899633983
ENSMUSG00000023068	-7.969374050544828	0.7445120644223349	63.374458642696055
