Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	140
RT_Gad2_1	32.49935831864138	32.52658998643854	32.558904244129174	32.60171427794734	32.72668013313299	35.868839628767496	35.86221498671257	35.86514036971545	35.86960035111611	35.812824419582	35.70261131647935	35.699774562129804	35.68167572401664	35.66810185778189	35.61635777813087	35.5236027582139	35.46437056258212	35.484475857952745	35.40696907622555	35.32714504451141	35.30175041844475	35.15300695875266	35.04527924966512	34.98447089832031	34.836338057956496	34.705364905080636	34.625071078230235	34.52401049702692	34.01291833536059	33.88431009576094	34.10106839315695	34.213831728010064	34.2038418419987	33.86025287356322	34.57337861050958	34.666666666666664
RT_Gad2_2	32.49127316636764	32.51839376591886	32.549591548400656	32.59087938089395	32.71564337848871	35.86950276945339	35.86152121943946	35.86459939477788	35.870499821562134	35.81341930942103	35.70345260152625	35.699625395654394	35.680206708830184	35.6700957769423	35.61704803795614	35.52462880177986	35.46593470380827	35.484738166194425	35.40865456042192	35.328740906701604	35.30237219851512	35.15690101576641	35.045906309515274	34.988694786490676	34.830938745494926	34.70936479728381	34.64878555546344	34.528255765593414	34.060244444632694	33.93946816320464	34.21230616376007	34.11437657843642	34.08757037117632	34.320432551387455	34.63057763629624	33.714285714285715
RT_Gad2_3	32.485114698262464	32.510148498691784	32.5426610800402	32.58257348629039	32.71462756474533	35.87104417798416	35.861881653020944	35.86639386386197	35.87126932818194	35.814603961639094	35.705996807163736	35.700984656942474	35.68406753615029	35.67224244274523	35.62071203340149	35.52723386694601	35.47385326265397	35.49369095548399	35.41534043213526	35.33524035478185	35.30803071284312	35.16268792473593	35.05200945361683	34.99743716450273	34.835959014166704	34.718662322056645	34.63025058510435	34.53479631863737	34.078324104082924	34.0351989821192	34.09715165070736	34.126396616769384	34.00620867993267	33.988801511343944	34.6965469464622	33.6
RT_vGluT2_1	32.52019725788948	32.545152536076834	32.57500782334403	32.6156939693962	32.74273308032511	35.871931289425675	35.862671304346385	35.86568916059914	35.87174038535321	35.81665279182211	35.71153749341505	35.706756450565614	35.68723237735078	35.67240027958961	35.610145206551636	35.514644802678205	35.46388099432685	35.49461171428344	35.416622471235435	35.331772768585	35.29750358893308	35.125768580341536	34.96781563733342	34.90331688236422	34.678163110016825	34.53531365893044	34.47502784744544	34.363866100191615	33.85001587393457	33.79860250088573	34.011952546587736	34.03495389001923	34.05197982312117	34.046918209683646	34.611325232595604	34.72727272727273
RT_vGluT2_3	32.519531735398466	32.54542548083018	32.57620922761161	32.61748421565396	32.74087560144623	35.87001595561972	35.86246495189297	35.86483868696794	35.87065002259238	35.81344058189268	35.70566658377283	35.703173390602814	35.684018369542365	35.670978352787074	35.61427211323645	35.52414667616621	35.47357124099498	35.50248669661292	35.42512487476283	35.343054433368096	35.31187442485818	35.14065635407409	34.98833409073085	34.91902192539523	34.72165796802655	34.57870578195529	34.52156043144607	34.394645888278596	33.926938610350724	33.88769708816993	34.08361455452307	33.98833244552033	34.21710531419567	34.06817609609412	34.6062111946987	34.19607843137255
S1_Gad2_1	32.538227135458655	32.56179390825488	32.59215971358686	32.634845110069556	32.76781678304478	35.868272365778004	35.86121097006053	35.864679083368635	35.868792172831746	35.80795714734698	35.69556578893429	35.69279324270503	35.66947082571808	35.653235700499536	35.586098144284826	35.47777351739373	35.42343015215779	35.467902235919546	35.39559466444842	35.31025723156049	35.277956296663	35.10867599112221	34.95820884579638	34.90150991443902	34.688046820334925	34.554251894733355	34.462614425360904	34.323297109307575	33.86609598625673	33.82479485093348	34.03249184328472	34.11080156169195	34.0819711826543	33.89061578142125	34.53362998076326	32.75
S1_Gad2_2	32.538503643837714	32.56216918885615	32.59166831155398	32.63356007605889	32.7665621056502	35.87019365228002	35.860016009657876	35.865352735885956	35.86992022773921	35.80979672317614	35.692716855607365	35.69479740424071	35.67288708154676	35.65472190114676	35.586680152530995	35.4705249314932	35.4248606529098	35.465057296647885	35.40024236366085	35.31659453843631	35.28639083775996	35.12274306379487	34.992883743008676	34.94116853926034	34.72744481273148	34.61083543176409	34.538326213862604	34.40002246830103	33.89184590416366	33.848674775228275	34.07187059448863	33.922712045544586	33.96204573630647	34.02049358591199	34.611434616434614	33.142857142857146
S1_Gad2_3	32.54836806603498	32.57294736750589	32.603301376515404	32.6473925944142	32.776002330003514	35.86448533128651	35.854400241445994	35.85971913273195	35.864631267007724	35.80225784295826	35.68395191449035	35.68211268322509	35.663019653146456	35.65032382212864	35.59222582303619	35.488059789791876	35.4344716263021	35.47209740401952	35.402648529865374	35.325292436251	35.30144660284714	35.15769110451366	35.043617166234114	34.97819754955818	34.80066202493505	34.699629956534224	34.6342024488865	34.532139514526605	33.9604951819162	33.929081304512266	34.054027224511024	34.15685269277519	34.14222929970501	34.374198892764454	34.475939959082766	33.333333333333336
S1_vGluT2_1	32.53165860098311	32.555746648141834	32.585226043881704	32.62564342354095	32.753729477492506	35.86996226402036	35.86127182881949	35.865262136157504	35.87097616975481	35.812069717265636	35.70409403370112	35.700238300211076	35.680500056772495	35.6668380660267	35.60494885286609	35.50269025994278	35.45277165551587	35.48891657650714	35.41769820439363	35.33447703127666	35.30385174875186	35.13769875691852	35.00787922709367	34.95553773364019	34.7404758072051	34.616359986270865	34.54162885474299	34.42620356609623	33.92481352271112	33.919362833376915	34.008459163833116	34.040332832408566	34.007302410877756	34.05397210407352	34.808684496764265	33.6
