gene_name	log2FC_deseq2	padj	avg.RPM.ctrl
ENSMUSG00000004151	21.38899775880536	2.5671318972696143e-6	220.83564564775662
ENSMUSG00000026289	21.42116429783202	2.5671318972696143e-6	10.68891792241129
ENSMUSG00000031750	21.42116429783202	2.5671318972696143e-6	91.50979974094156
ENSMUSG00000039782	21.42116429783202	2.5671318972696143e-6	26.02843265263874
ENSMUSG00000062232	21.42116429783202	2.5671318972696143e-6	43.16288298349618
ENSMUSG00000062937	21.43404970250121	2.5671318972696143e-6	10.404061913543254
ENSMUSG00000025511	21.44960447453838	2.5671318972696143e-6	7.29009510472634
ENSMUSG00000030677	21.44960447453838	2.5671318972696143e-6	2.537356074357316
ENSMUSG00000020230	21.45195375712834	2.5671318972696143e-6	37.48816214011553
ENSMUSG00000042625	21.45195375712834	2.5671318972696143e-6	152.47185372633288
ENSMUSG00000054648	21.45195375712834	2.5671318972696143e-6	32.318800308233364
ENSMUSG00000017288	21.461843137517324	2.5671318972696143e-6	72.46877097814809
ENSMUSG00000026171	21.461843137517324	2.5671318972696143e-6	13.545869258697133
ENSMUSG00000014763	21.477334804511106	2.5671318972696143e-6	16.035025982850698
ENSMUSG00000032077	21.477334804511106	2.5671318972696143e-6	12.135699784507622
ENSMUSG00000047844	21.502784297291356	2.5671318972696143e-6	14.340437754103142
ENSMUSG00000039375	21.560890927488067	2.5671318972696143e-6	31.590479587741562
ENSMUSG00000024101	21.563624392272814	2.5671318972696143e-6	9.676245914622207
ENSMUSG00000021684	21.58821501926243	2.5671318972696143e-6	32.28650637885071
ENSMUSG00000028080	21.61070384716435	2.5671318972696143e-6	4.522700402470083
ENSMUSG00000055407	21.613626165294338	2.5671318972696143e-6	38.52753030657856
ENSMUSG00000027577	21.658839698904284	2.5671318972696143e-6	23.064078659395122
ENSMUSG00000040888	21.658839698904284	2.5671318972696143e-6	12.461486639806653
ENSMUSG00000016346	21.674155366420965	2.5671318972696143e-6	315.75123439036736
ENSMUSG00000029128	21.697415700393837	2.5671318972696143e-6	39.62378057372415
ENSMUSG00000014668	21.698845539647216	2.5671318972696143e-6	19.43938992089874
ENSMUSG00000027207	21.698845539647216	2.5671318972696143e-6	17.183435088590123
