"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098984","GO:0098984","neuron to neuron synapse","244/4843","418/23436",8.83315685556676e-65,6.54536922997497e-62,2.73362959530171e-62,"56149/14025/53310/13642/53623/21844/17274/20405/224997/14809/382056/108069/20848/12034/68942/26395/81489/13690/17978/12387/20907/26556/232370/20965/110279/67826/330814/19280/17756/50997/109934/17762/14816/14360/20503/66713/11540/20742/19052/380684/14399/432530/68585/13169/68097/14799/319504/18015/13385/238276/67252/15387/52882/12325/18040/13829/18163/30945/22631/11514/72555/105782/11838/60597/13383/224105/56637/16646/20273/18607/56724/20662/12558/105853/12322/12794/12565/108100/12877/236915/245684/26557/19085/14802/13838/14270/14810/227937/17754/84092/16592/13821/20779/14359/13175/16800/76742/12307/56376/19266/20404/13131/18578/72685/14664/16975/11426/12345/16498/19744/18762/13542/11518/22784/18125/11461/19988/11519/111173/14812/19277/52163/11941/80749/18479/20977/18481/382253/234214/77116/112405/58235/54725/23821/56440/64085/17758/12217/12669/109676/11928/19268/216831/14800/12388/18195/232227/56320/18717/66860/238205/18483/20979/18391/211134/74513/73728/210274/241638/56013/70178/75608/243961/18673/217124/432442/233489/242443/65945/50791/23969/104418/11496/238988/14803/330914/116837/50849/11539/217692/81907/216028/19290/229791/225875/76808/230863/56258/18619/269994/66259/26414/272381/217125/14432/226016/11840/70772/12569/108071/192198/246317/241568/12288/20955/51791/331461/23859/17755/64011/81905/77097/71994/18212/18521/94245/14433/12323/52398/77531/11308/14811/229279/19229/26875/545156/60510/26413/66673/192167/54376/11837/12168/240057/229521/65019/14704/99371/433485/76965/12176/18752/19122/320119",244
"GO:0099572","GO:0099572","postsynaptic specialization","241/4843","429/23436",1.35314707624221e-59,5.01340991747737e-57,2.09381705481689e-57,"56149/14395/14025/53310/13642/53623/21844/17274/20405/19158/224997/14809/382056/108069/20848/12034/68942/26395/81489/13690/17978/12387/20907/26556/232370/20965/110279/67826/14394/330814/19280/17756/50997/109934/17762/14816/14360/20503/66713/11540/20742/19052/380684/14399/432530/68585/13169/68097/14799/319504/18015/13385/238276/67252/15387/52882/12325/18040/13829/18163/22631/11514/72555/105782/11838/60597/13383/224105/56637/16646/20273/18607/56724/20662/12558/12322/12794/108100/12877/236915/245684/26557/14802/13838/14270/14810/227937/17754/84092/16592/13821/20779/14359/13175/16800/76742/56376/13131/18578/72685/14664/16975/11426/12345/16498/19744/18762/13542/11518/14397/18125/11461/19988/11519/111173/14812/19277/52163/11941/80749/18479/20977/18481/382253/245537/14396/234214/77116/112405/54725/56440/64085/17758/12217/12669/109676/11928/19268/216831/14402/14800/12388/18195/232227/56320/18717/66860/238205/18483/18391/211134/74513/73728/210274/241638/56013/70178/75608/243961/18673/217124/233489/242443/65945/50791/23969/104418/11496/238988/56543/14803/330914/116837/50849/11539/217692/81907/216028/19290/229791/225875/76808/230863/56258/269994/66259/26414/272381/217125/14432/226016/11840/70772/12569/108071/192198/246317/241568/12288/216856/51791/331461/23859/17755/64011/81905/77097/71994/110886/18212/18521/94245/14433/12323/52398/77531/11308/14811/229279/19229/53324/74342/26875/228836/545156/26413/66673/192167/54376/11837/12168/240057/229521/65019/14704/433485/76965/12176/18752/19122/320119",241
"GO:0014069","GO:0014069","postsynaptic density","226/4843","390/23436",3.08515272605722e-59,7.10582193237198e-57,2.9676989106007e-57,"56149/14025/53310/13642/53623/21844/17274/20405/224997/14809/382056/108069/20848/12034/68942/26395/81489/13690/17978/12387/20907/26556/232370/20965/110279/67826/330814/19280/17756/50997/109934/17762/14816/14360/20503/66713/11540/20742/19052/380684/432530/68585/13169/68097/14799/319504/18015/13385/238276/67252/15387/52882/12325/18040/13829/18163/22631/11514/72555/105782/11838/60597/13383/224105/56637/16646/20273/18607/56724/20662/12558/12322/12794/108100/12877/236915/245684/26557/14802/13838/14270/14810/227937/17754/84092/16592/13821/20779/14359/13175/16800/76742/56376/13131/18578/72685/14664/16975/11426/12345/16498/19744/18762/13542/11518/18125/11461/19988/11519/111173/14812/19277/52163/11941/80749/18479/20977/18481/382253/234214/77116/112405/54725/56440/64085/17758/12217/12669/109676/11928/19268/216831/14800/12388/18195/232227/56320/18717/66860/238205/18483/18391/211134/74513/73728/210274/241638/56013/70178/75608/243961/18673/217124/233489/242443/65945/50791/23969/104418/11496/238988/14803/330914/116837/50849/11539/217692/81907/216028/19290/229791/225875/76808/230863/56258/269994/66259/26414/272381/217125/14432/226016/11840/70772/12569/108071/192198/246317/241568/12288/51791/331461/23859/17755/64011/81905/77097/71994/18212/18521/94245/14433/12323/77531/11308/14811/229279/19229/26875/545156/26413/66673/192167/54376/11837/12168/240057/229521/65019/14704/433485/76965/12176/18752/19122/320119",226
"GO:0032279","GO:0032279","asymmetric synapse","227/4843","393/23436",3.83580131302131e-59,7.10582193237198e-57,2.9676989106007e-57,"56149/14025/53310/13642/53623/21844/17274/20405/224997/14809/382056/108069/20848/12034/68942/26395/81489/13690/17978/12387/20907/26556/232370/20965/110279/67826/330814/19280/17756/50997/109934/17762/14816/14360/20503/66713/11540/20742/19052/380684/432530/68585/13169/68097/14799/319504/18015/13385/238276/67252/15387/52882/12325/18040/13829/18163/22631/11514/72555/105782/11838/60597/13383/224105/56637/16646/20273/18607/56724/20662/12558/12322/12794/108100/12877/236915/245684/26557/14802/13838/14270/14810/227937/17754/84092/16592/13821/20779/14359/13175/16800/76742/56376/13131/18578/72685/14664/16975/11426/12345/16498/19744/18762/13542/11518/18125/11461/19988/11519/111173/14812/19277/52163/11941/80749/18479/20977/18481/382253/234214/77116/112405/54725/56440/64085/17758/12217/12669/109676/11928/19268/216831/14800/12388/18195/232227/56320/18717/66860/238205/18483/18391/211134/74513/73728/210274/241638/56013/70178/75608/243961/18673/217124/233489/242443/65945/50791/23969/104418/11496/238988/14803/330914/116837/50849/11539/217692/81907/216028/19290/229791/225875/76808/230863/56258/269994/66259/26414/272381/217125/14432/226016/11840/70772/12569/108071/192198/246317/241568/12288/51791/331461/23859/17755/64011/81905/77097/71994/18212/18521/94245/14433/12323/77531/11308/14811/229279/19229/26875/545156/26413/66673/192167/54376/11837/12168/240057/229521/65019/14704/99371/433485/76965/12176/18752/19122/320119",227
"GO:0150034","GO:0150034","distal axon","205/4843","369/23436",9.79128790094135e-50,1.45106886691951e-47,6.06029187974054e-48,"21823/53310/12313/16400/235072/53623/21844/109552/14809/13807/12725/11769/56513/11789/11951/76709/16573/15114/67771/216963/330814/11972/17756/21858/17762/83431/319740/12315/13982/19164/12808/11776/19052/68585/16570/18472/53413/22627/77579/243931/16593/13488/15387/15165/12759/12934/18039/73340/27373/51789/56637/11820/16443/26404/20975/15516/11516/22240/54525/20589/14718/11302/69654/12877/18186/93742/12890/20617/14802/70827/19275/13838/14645/16574/56177/30931/14810/19099/76161/20614/20257/11747/18645/99738/59069/15168/56195/12307/15572/16498/67808/140500/13542/52822/18125/56378/11461/14086/319974/109648/14812/14228/71960/18479/16202/20866/22284/13043/14168/20977/13193/382253/67043/54126/234267/23802/19339/18667/21838/58235/50876/19417/12424/67095/12669/269473/23980/14225/19268/76499/12889/14402/14800/12388/207777/12402/170835/56320/104069/66860/100503659/268345/12314/11785/210274/16526/22348/16494/230234/231876/217124/17967/235415/269717/23969/238988/232975/71653/26431/11603/231637/11539/65079/69017/18619/66849/16485/12064/12569/22360/56526/18750/17755/18751/75770/18212/211712/12631/269774/94245/16502/14811/433182/19229/22253/381921/53324/74342/19941/26875/22152/16504/11465/16531/268934/338355/229521/14415/18951/16572/18752/56461/494448/12570/93699",205
"GO:0043209","GO:0043209","myelin sheath","138/4843","213/23436",1.96589411639009e-44,2.42787923374176e-42,1.01398749161173e-42,"12858/235339/12716/11950/12313/12709/12462/11677/235072/13807/78920/22388/21672/108124/11966/12540/12799/20656/98660/22190/20965/18648/19211/64383/14567/11740/13628/18738/17448/12315/22187/17449/12330/380684/22333/68585/18952/56217/72948/66945/218442/22334/12934/18040/18039/20916/11429/105782/56370/13383/28080/20655/22143/57440/108123/20867/11757/14873/54130/11947/11946/11949/16412/93742/227197/15510/67273/269116/14645/11931/20910/14828/78830/14827/20614/17957/12349/269523/18477/18762/14688/22223/11461/14086/14693/16832/11674/71960/67003/18597/11739/14719/14681/21838/14697/67834/18746/23980/11928/17319/12461/18195/226180/12314/17136/18102/13627/140559/66694/18673/17967/23969/232975/17196/12861/118454/11845/380686/67300/18377/18795/22628/76614/11964/21367/12805/14433/20740/14862/12859/18674/22153/11465/13063/109905/268373/22142/22186",138
"GO:0030133","GO:0030133","transport vesicle","177/4843","324/23436",1.01253661574022e-41,1.071842331805e-39,4.47647766958834e-40,"21823/14395/19344/13002/20615/12313/11772/17274/20527/12725/53869/11769/52551/53420/20974/20907/12048/22335/20965/67826/19165/11972/19280/56398/16560/22365/226548/83431/19345/11975/12315/19341/94221/19164/53331/66397/22333/18952/14799/19027/16570/19325/13385/22318/56494/94090/53612/58520/18570/107767/67295/22334/20972/74006/11820/16004/20983/66237/54393/105853/22240/54525/319924/53611/84095/20617/75734/72160/13167/20980/240756/58244/53330/14417/30931/68365/14810/80976/20614/70612/228960/14683/11747/229706/99738/12757/20404/18578/14664/19063/67898/100226/67808/22784/56041/77407/101118/19894/67397/111173/14812/140919/11784/18550/19346/56216/18555/20977/16783/11765/19339/77116/54725/23821/60409/74766/208117/27965/235574/12217/108686/23980/245860/213469/14800/17918/217030/26891/20979/12314/54673/217887/11980/22348/64051/432442/233489/235415/20927/56807/67774/69017/18619/67300/59021/74325/17357/12064/22360/216549/56526/75209/20955/64176/19342/64011/72003/22134/94245/232946/67511/14811/228777/26875/60510/15893/20743/20661/229521/72961/28064/18951/211556/19326/19349/231570/56214",177
"GO:0045211","GO:0045211","postsynaptic membrane","190/4843","370/23436",1.3128430163946e-39,1.2160208439355e-37,5.0786295634212e-38,"12846/14395/53310/13642/53623/21844/19158/224997/14809/22342/108069/12725/12387/26556/232370/110279/14394/19280/67979/19211/260297/50997/11640/14816/94221/20503/11540/12330/14399/432530/68585/13169/14799/319504/50932/13385/13488/52882/118452/11514/72555/105782/11838/13383/72393/20273/108068/14409/11423/224938/58226/12558/54393/12322/12794/66082/12565/12877/236915/245684/16412/18186/26557/14802/13838/14270/72978/24012/14810/16592/99738/14658/99633/56376/14664/18196/14397/14400/19894/21366/14812/19277/11941/110891/234353/80749/107528/245537/14396/67043/11733/12404/54725/60409/64085/29873/12669/109676/19268/14402/14800/56320/245522/66860/13854/219228/238205/268345/269060/18391/211134/245450/11785/210274/241638/56013/70178/243961/231871/233489/17967/242443/242425/13138/65945/50791/12293/23969/11496/56543/230868/14803/72296/330914/50849/11539/217692/81907/216028/269788/104027/16520/229791/225875/69017/230863/243764/269994/66259/233210/272381/226016/16485/11840/108071/192198/246317/16500/241568/12288/383348/216856/51791/331461/23859/21367/64011/81905/20541/12805/110886/18212/94245/77531/11308/16502/14811/18213/53324/74342/16504/16531/66673/192167/54376/11735/433485/76965/110893/64009",190
"GO:0008021","GO:0008021","synaptic vesicle","137/4843","227/23436",4.95566564124722e-39,4.08016471129355e-37,1.70405344856922e-37,"21823/14395/19344/13002/20615/12313/11772/17274/20527/12725/52551/53420/20974/20907/12048/22335/20965/67826/19165/11972/19280/16560/22365/226548/83431/19345/11975/12315/19341/19164/53331/22333/18952/14799/19027/16570/19325/13385/22318/94090/53612/107767/67295/22334/20972/74006/11820/66237/54393/105853/54525/319924/53611/84095/20617/75734/72160/13167/20980/58244/53330/14417/30931/68365/14810/20614/70612/228960/11747/229706/99738/12757/20404/18578/14664/19063/100226/67808/22784/77407/19894/111173/14812/140919/11784/56216/18555/20977/16783/19339/77116/54725/23821/60409/12217/23980/245860/213469/14800/17918/26891/20979/12314/54673/11980/22348/64051/233489/235415/20927/56807/67774/69017/18619/67300/59021/74325/17357/12064/56526/75209/20955/64176/19342/72003/94245/67511/14811/60510/15893/20743/229521/72961/18951/19326/19349/231570",137
"GO:0030427","GO:0030427","site of polarized growth","129/4843","208/23436",1.2888611682946e-38,8.75404484354516e-37,3.65606816393533e-37,"53310/12313/16400/21844/13807/56513/11789/76709/16573/15114/67771/330814/17756/21858/17762/83431/319740/12315/19164/12808/68585/13169/16570/18472/53413/22627/77579/243931/16593/12759/12934/18039/73340/27373/51789/56637/11820/26404/15516/22240/20589/84095/11302/69654/12877/18186/93742/20617/70827/13838/16574/56177/30931/14810/19099/76161/20614/20257/59069/56195/15572/140500/13542/52822/56378/14086/319974/14228/71960/18479/20866/22284/13043/14168/13193/382253/67043/54126/234267/23802/21838/58235/50876/19417/67095/269473/19268/76499/14800/12388/12402/170835/56320/104069/100503659/12314/11785/210274/230234/231876/217124/17967/269717/238988/71653/11603/231637/65079/66849/12569/22360/17755/18212/211712/12631/94245/433182/19229/22253/381921/53324/74342/26875/22152/338355/16572/494448/12570/93699",129
"GO:0030426","GO:0030426","growth cone","127/4843","203/23436",1.29952082697701e-38,8.75404484354516e-37,3.65606816393533e-37,"53310/12313/16400/21844/13807/56513/11789/76709/16573/15114/67771/330814/17756/21858/17762/83431/319740/12315/19164/12808/68585/16570/18472/53413/22627/77579/243931/16593/12759/12934/18039/73340/27373/51789/56637/11820/26404/15516/22240/20589/11302/69654/12877/18186/93742/20617/70827/13838/16574/56177/30931/14810/19099/76161/20614/20257/59069/56195/15572/140500/13542/52822/56378/14086/319974/14228/71960/18479/20866/22284/13043/14168/13193/382253/67043/54126/234267/23802/21838/58235/50876/19417/67095/269473/19268/76499/14800/12388/12402/170835/56320/104069/100503659/12314/11785/210274/230234/231876/217124/17967/269717/238988/71653/11603/231637/65079/66849/12569/22360/17755/18212/211712/12631/94245/433182/19229/22253/381921/53324/74342/26875/22152/338355/16572/494448/12570/93699",127
"GO:0070382","GO:0070382","exocytic vesicle","142/4843","247/23436",4.82043292900366e-37,2.97661733365976e-35,1.24316428169042e-35,"21823/14395/19344/13002/20615/12313/11772/17274/20527/12725/52551/53420/20974/20907/12048/22335/20965/67826/19165/11972/19280/16560/22365/226548/83431/19345/11975/12315/19341/19164/53331/22333/18952/14799/19027/16570/19325/13385/22318/94090/53612/107767/67295/22334/20972/74006/11820/20983/66237/54393/105853/22240/54525/319924/53611/84095/20617/75734/72160/13167/20980/58244/53330/14417/30931/68365/14810/80976/20614/70612/228960/11747/229706/99738/12757/20404/18578/14664/19063/100226/67808/22784/77407/19894/111173/14812/140919/11784/19346/56216/18555/20977/16783/19339/77116/54725/23821/60409/12217/23980/245860/213469/14800/17918/26891/20979/12314/54673/11980/22348/64051/432442/233489/235415/20927/56807/67774/69017/18619/67300/59021/74325/17357/12064/56526/75209/20955/64176/19342/72003/94245/67511/14811/60510/15893/20743/229521/72961/18951/19326/19349/231570",142
"GO:0044309","GO:0044309","neuron spine","119/4843","192/23436",1.10802374121366e-35,6.31573532491789e-34,2.63772453373941e-34,"12846/19353/53623/21844/19088/17274/109552/108069/19047/20511/20512/18747/81489/17978/76709/12540/98660/26556/11848/19211/109711/50997/14816/16773/12330/14799/11418/13385/217166/77579/238276/13488/15387/52882/11843/13196/14083/56637/16443/56724/54393/12322/110355/12794/319924/108100/16412/14802/13838/14270/11352/329165/14810/228550/84092/14359/19055/12307/18578/12345/15444/19181/13542/11518/19894/14812/19277/97387/110891/11784/233908/20977/18667/77116/17999/56440/216831/14800/12388/56320/18483/211134/233071/11785/73728/210274/241638/14745/243961/217124/228880/65945/19045/232975/320129/11539/217692/104027/66849/70772/12569/108071/192198/51791/64011/71994/20541/18212/12631/94245/14811/19229/19049/192167/229521/99371/433485/110893/64009",119
"GO:0043197","GO:0043197","dendritic spine","116/4843","186/23436",3.44321530270994e-35,1.82244467093433e-33,7.61131803756935e-34,"12846/19353/53623/21844/19088/17274/109552/108069/19047/20511/20512/18747/81489/17978/76709/12540/98660/11848/19211/109711/50997/14816/16773/12330/14799/11418/13385/217166/77579/238276/13488/15387/52882/11843/13196/14083/56637/16443/56724/54393/12322/110355/12794/319924/108100/16412/14802/13838/14270/11352/329165/14810/228550/84092/14359/19055/12307/18578/12345/15444/19181/13542/11518/19894/14812/19277/97387/110891/11784/233908/18667/77116/17999/56440/216831/14800/12388/56320/211134/233071/11785/73728/210274/241638/14745/243961/217124/228880/65945/19045/232975/320129/11539/217692/104027/66849/70772/12569/108071/192198/51791/64011/71994/20541/18212/12631/94245/14811/19229/19049/192167/229521/99371/433485/110893/64009",116
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","177/4843","384/23436",1.94792645898669e-29,9.62275670739425e-28,4.01887985222517e-28,"14395/19344/13002/52857/12317/12725/53420/66366/14421/20907/69683/215999/19280/53600/21766/213819/57437/12915/16784/52469/59040/319740/58246/66437/19345/14950/11975/14232/19341/233066/53331/68585/22433/19027/19325/22318/14057/107767/67295/67630/50527/69019/75965/16432/59049/66270/66736/67819/20524/20972/69029/20788/14731/74102/28185/55951/20983/21356/66237/65113/105853/69597/68090/19719/20250/23943/13106/54399/214952/14545/70397/72160/20980/58244/70456/226641/53330/13481/14828/68365/14827/67231/228960/66841/229706/18632/24060/246179/14664/100226/170731/668173/67830/22784/71883/77407/74585/72144/66087/67456/110891/140919/18550/54208/67800/20866/20977/22232/21855/67391/16783/67887/106529/23802/19339/83603/68801/67843/22021/18554/20979/66343/208884/11980/67878/22348/232023/64051/329777/223455/235415/65945/19302/56807/223697/231070/66460/231225/59021/75219/66048/226016/320311/268706/228859/71703/103172/433771/75209/20955/76614/64176/19342/73024/72003/12010/236792/14042/18674/60510/21854/229521/72961/107197/14705/14964/546134/227697/109815/19326/230866/12176/19349/68316/66191/66272/67952",177
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","129/4843","244/23436",7.07998113152067e-29,3.27891626153551e-27,1.36941740307045e-27,"14395/13642/53623/20527/14809/108069/12725/20511/94332/20907/232370/19165/14394/330814/19280/260297/226548/12289/50997/14816/67972/19164/20503/11540/12330/14399/432530/68585/14799/319504/13385/13488/52882/11514/72555/20273/108068/58226/12558/54393/12794/66082/12565/16412/18186/14802/23792/13838/16519/14810/20614/19262/99738/99633/19266/14664/14397/21366/14812/19277/11941/110891/80749/245537/14396/320707/234267/58235/54725/64085/29873/12669/19268/14402/14800/12286/219228/238205/269060/245450/66340/16524/17967/242443/235415/242425/65945/12293/11496/56543/232975/14803/11539/216028/229791/225875/69017/269994/272381/226016/17357/16485/108071/192198/246317/241568/12288/216856/331461/23859/21367/81905/20541/12805/110886/16502/14811/18213/74342/16504/16531/268934/66673/192167/54376/229521/110876/76965/110893",129
"GO:0030658","GO:0030658","transport vesicle membrane","90/4843","142/23436",2.27491935356603e-28,9.91597200583783e-27,4.14133925664653e-27,"14395/19344/13002/12313/20527/12725/11769/52551/53420/20974/20907/12048/20965/67826/19280/19345/11975/12315/19341/53331/66397/19027/19325/22318/56494/53612/18570/107767/67295/20972/74006/66237/105853/53611/84095/20617/75734/72160/20980/240756/58244/53330/14417/68365/228960/229706/12757/20404/14664/67898/100226/22784/56041/77407/19894/140919/18550/20977/16783/11765/19339/14800/217030/20979/12314/217887/11980/22348/64051/235415/20927/56807/67774/67300/59021/74325/216549/75209/20955/64176/19342/64011/72003/94245/60510/15893/229521/72961/19326/19349",90
"GO:0031252","GO:0031252","cell leading edge","171/4843","380/23436",5.54921105247378e-27,2.28442521660171e-25,9.54074882706019e-26,"14395/19353/19376/21844/19158/11652/13498/23790/20392/20511/11789/24068/11966/76709/12540/12387/11848/67771/18016/14394/109711/17756/67220/12289/50997/57138/17762/83431/12539/83767/19272/67972/17311/66713/12808/11540/20742/14399/13169/14799/18472/18806/77579/238276/67399/15165/11843/22631/170736/72555/105782/14083/11820/16443/13800/20975/12558/54393/22240/23789/16825/107338/14163/19271/27418/16412/77300/74117/14270/226751/11352/329165/14810/50884/16410/228359/76161/20614/20257/14683/20779/18706/99738/23897/16800/18720/16911/12345/15444/18762/14397/52822/57816/56378/12704/14086/73178/57436/234353/18479/76932/16202/13043/382253/14396/54126/50768/11733/59009/13191/21838/108686/14457/20203/216831/76499/244654/101314/12388/170835/17918/56320/103733/268345/18483/193385/99167/11785/73728/18102/13627/56013/75687/230234/217124/70420/66797/16826/269608/13138/101476/23969/104418/72993/71653/231637/11911/11539/11845/11840/78618/16500/20955/81905/260299/110886/12631/269774/50875/11308/16502/19229/14251/22253/16413/22152/16504/211323/50918/105352/57028",171
"GO:0005743","GO:0005743","mitochondrial inner membrane","187/4843","433/23436",1.07250756318741e-26,4.1827794964309e-25,1.7469098259119e-25,"12858/66925/12716/11950/52585/69875/21856/66043/20848/12034/67900/20512/11951/12799/20656/12048/22335/215999/67680/226646/53600/17991/67863/11740/54405/52469/109754/11640/11370/68066/228033/68267/17448/19164/66414/66594/30055/22333/57837/56322/70257/66154/14057/66945/22334/14661/66148/12759/223696/67130/69029/12892/68194/100042503/11957/28080/68202/320951/55951/56462/78330/67267/20463/69597/18563/433256/67264/77622/11947/108037/11946/18115/13106/214952/11949/67044/20617/70397/227197/15510/67876/66495/67273/14270/70456/27377/14571/68375/66865/78830/30059/67092/56428/69702/69487/20779/66046/66841/75778/230027/66928/595136/15356/11637/70556/108888/433904/71883/17992/269951/66271/68197/70316/27397/67003/104130/20523/21855/66142/11739/14719/56749/12857/66427/110446/12040/12866/22228/381038/18082/234384/66091/12868/67184/110323/66343/17995/74143/56295/66694/57423/27425/18673/66092/12861/52064/66416/72795/66541/208194/22272/22117/67582/68636/230125/66972/75219/69773/12064/103172/229517/433771/76614/56451/66292/68055/66349/56632/66052/110911/231086/66152/225887/12859/18674/74868/21854/67942/66576/229663/69186/73132/66477/107197/67247/68316/66272",187
"GO:0098685","GO:0098685","Schaffer collateral - CA1 synapse","76/4843","113/23436",1.18583944158188e-26,4.39353513106086e-25,1.83493050434249e-25,"56149/13642/20405/20848/53869/12540/12387/20965/110279/19280/50997/109934/18643/14816/14360/20503/380684/432530/19878/72194/18039/11514/56637/104015/13001/54393/12322/319924/108100/16412/19085/13838/19262/18645/19055/19266/20404/12345/18762/13542/11461/11784/20977/12552/54725/18577/12217/12669/12889/19058/14800/12388/232227/226180/17918/13854/11554/217480/11785/243961/233489/17967/104418/104027/108086/73710/269994/108071/192198/241568/81905/94245/77531/11465/54376/229521",76
"GO:0030672","GO:0030672","synaptic vesicle membrane","75/4843","111/23436",1.61684736317001e-26,5.44583589140444e-25,2.27441686493772e-25,"14395/19344/13002/12313/20527/12725/52551/53420/20974/20907/12048/20965/67826/19280/19345/11975/12315/19341/53331/19027/19325/22318/107767/67295/20972/74006/66237/105853/84095/20617/75734/72160/20980/58244/53330/14417/68365/228960/229706/12757/20404/14664/100226/22784/77407/19894/140919/20977/16783/19339/14800/20979/12314/11980/22348/64051/235415/20927/56807/67774/67300/59021/74325/75209/20955/64176/19342/72003/94245/60510/15893/229521/72961/19326/19349",75
"GO:0099501","GO:0099501","exocytic vesicle membrane","75/4843","111/23436",1.61684736317001e-26,5.44583589140444e-25,2.27441686493772e-25,"14395/19344/13002/12313/20527/12725/52551/53420/20974/20907/12048/20965/67826/19280/19345/11975/12315/19341/53331/19027/19325/22318/107767/67295/20972/74006/66237/105853/84095/20617/75734/72160/20980/58244/53330/14417/68365/228960/229706/12757/20404/14664/100226/22784/77407/19894/140919/20977/16783/19339/14800/20979/12314/11980/22348/64051/235415/20927/56807/67774/67300/59021/74325/75209/20955/64176/19342/72003/94245/60510/15893/229521/72961/19326/19349",75
"GO:0098798","GO:0098798","mitochondrial protein complex","130/4843","260/23436",4.67484401529497e-26,1.50611278927547e-24,6.29017913270811e-25,"12858/235339/66925/11950/107732/69875/66043/66163/12028/11951/18120/215999/67680/226646/53600/17991/64658/54405/228033/68572/67036/66414/338359/30055/22333/64660/216767/60441/56322/70257/66945/94066/67840/66148/68537/239555/223696/67130/69029/18100/28185/68194/100042503/11957/28080/68202/64656/68565/78330/94064/69597/94063/67264/94067/11947/11946/11949/227197/66495/67273/68375/66865/30059/53375/69702/77721/66046/66841/66928/56280/595136/66169/17992/75593/67994/68197/52443/70316/27397/67003/104130/21855/12857/12040/94062/66119/27395/64657/94065/66047/234384/66091/67184/107733/67212/99045/17995/66694/57423/27425/12861/66416/66541/22272/24030/50529/72650/69773/103172/433771/76614/56451/66292/66349/67681/66052/64659/231086/66152/225887/21854/67942/67270/66576/65111/66477/107197/68316/67952/66845",130
"GO:0099699","GO:0099699","integral component of synaptic membrane","118/4843","226/23436",6.73541041565384e-26,2.07955796583312e-24,8.68513448334311e-25,"14395/13642/53623/20527/14809/108069/12725/20511/94332/20907/232370/19165/14394/330814/19280/260297/226548/12289/14816/67972/19164/20503/11540/12330/14399/432530/68585/14799/319504/13488/11514/72555/20273/108068/58226/12558/54393/12794/66082/12565/16412/18186/14802/23792/13838/16519/14810/19262/99738/99633/19266/14664/14397/21366/14812/19277/11941/110891/80749/245537/14396/320707/234267/58235/54725/64085/29873/12669/19268/14402/14800/12286/219228/238205/269060/245450/66340/16524/17967/242443/242425/65945/11496/56543/232975/14803/11539/216028/229791/225875/69017/269994/272381/16485/108071/192198/246317/241568/12288/216856/331461/81905/20541/110886/16502/14811/18213/74342/16504/16531/268934/66673/192167/54376/229521/110876/76965/110893",118
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane","99/4843","178/23436",1.04492955596438e-24,3.09717120387841e-23,1.29351279769906e-23,"14395/13642/53623/14809/108069/12725/232370/14394/19280/260297/50997/14816/20503/11540/12330/14399/432530/68585/14799/319504/13385/13488/52882/72555/20273/108068/58226/12558/54393/12794/66082/12565/16412/18186/14802/13838/14810/99738/99633/14664/14397/21366/14812/19277/11941/110891/80749/245537/14396/54725/64085/29873/12669/19268/14402/14800/219228/238205/269060/245450/17967/242443/242425/65945/12293/11496/56543/14803/11539/216028/229791/225875/269994/272381/226016/16485/108071/192198/246317/241568/12288/216856/331461/23859/21367/81905/20541/12805/110886/16502/14811/18213/74342/16504/66673/192167/54376/76965/110893",99
"GO:0019866","GO:0019866","organelle inner membrane","195/4843","475/23436",1.65107297542253e-24,4.7055579799542e-23,1.96524475617094e-23,"12858/66925/12716/11950/13726/52585/69875/21856/66043/20848/12034/67900/20512/11951/12799/20656/12048/22335/215999/67680/19165/226646/53600/17991/67863/11740/54405/52469/109754/11640/11370/68066/228033/68267/17448/19164/66414/66594/30055/22333/57837/56322/70257/66154/14057/66945/22334/14661/66148/12759/223696/67130/69029/12892/68194/100042503/11957/28080/68202/320951/55951/56462/78330/67267/20463/69597/18563/433256/67264/77622/11947/108037/11946/18115/13106/214952/11949/67044/20617/70397/227197/15510/67876/66495/67273/14270/70456/27377/14571/68375/66865/78830/30059/67092/56428/69702/69487/20779/66046/66841/75778/230027/66928/595136/15356/11637/70556/108888/433904/71883/17992/269951/66271/68197/70316/27397/67003/104130/20523/21855/66142/11739/14719/17125/56749/12857/66427/110446/12040/12866/17127/22228/381038/18082/234384/66091/12868/67184/110323/66343/17995/74143/56295/66694/57423/27425/18673/66092/12861/52064/66416/72795/223697/66541/208194/233115/22272/22117/67582/381510/68636/230125/66972/75219/69773/12064/103172/229517/433771/76614/56451/66292/330189/68055/66349/56632/66052/110911/231086/66152/225887/12859/18674/74868/21854/67942/66576/229663/69186/73132/66477/107197/67247/68316/66272",195
