"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005801","GO:0005801","cis-Golgi network","1/933","49/23436",0.863672084913871,0.885372388554923,0.510147489105434,"68581",1
"GO:0000779","GO:0000779","condensed chromosome, centromeric region","1/933","51/23436",0.874332658803237,0.894801985263514,0.515580779262603,"12417",1
"GO:0016459","GO:0016459","myosin complex","1/933","54/23436",0.888782510105217,0.908071612995647,0.523226677594671,"17904",1
"GO:0001533","GO:0001533","cornified envelope","1/933","55/23436",0.893220364782825,0.911084772078482,0.524962845968853,"71529",1
"GO:0005623","GO:0005623","cell","1/933","57/23436",0.901572420681615,0.91807374618494,0.528989860632877,"72244",1
"GO:0031012","GO:0031012","extracellular matrix","14/933","475/23436",0.905070622326453,0.920105018046161,0.530160270116037,"20340/12317/21858/11749/14873/16412/353156/23837/18746/215015/13138/235402/94214/74342",14
"GO:0099023","GO:0099023","vesicle tethering complex","1/933","62/23436",0.919707640577471,0.933434620287582,0.537840725483901,"245828",1
"GO:0045178","GO:0045178","basal part of cell","1/933","66/23436",0.931780858654204,0.94412232698075,0.543998932814846,"76499",1
"GO:0036064","GO:0036064","ciliary basal body","3/933","147/23436",0.935457272108148,0.946280744677994,0.545242603142635,"93687/232944/382253",3
"GO:0005814","GO:0005814","centriole","2/933","115/23436",0.946439378812686,0.954373822840324,0.549905797474215,"19384/13191",2
"GO:0035869","GO:0035869","ciliary transition zone","1/933","72/23436",0.946576651085092,0.954373822840324,0.549905797474215,"320299",1
"GO:0000793","GO:0000793","condensed chromosome","4/933","209/23436",0.968913958884735,0.975288392824766,0.56195667629222,"23825/230082/12417/223697",4
"GO:0022625","GO:0022625","cytosolic large ribosomal subunit","1/933","89/23436",0.97328529695926,0.978079805811276,0.563565075587853,"76808",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","2/933","155/23436",0.986526581994772,0.989761095378362,0.570295780790766,"230082/223697",2
"GO:0016442","GO:0016442","RISC complex","1/933","122/23436",0.993052084812762,0.993052084812762,0.572192033732844,"233833",1
"GO:0031332","GO:0031332","RNAi effector complex","1/933","122/23436",0.993052084812762,0.993052084812762,0.572192033732844,"233833",1
