"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034236","GO:0034236","protein kinase A catalytic subunit binding","10/4719","15/22707",0.000158232706003412,0.00109500915565552,0.000694854634047919,"19088/19084/219181/56637/224938/19085/18767/12988/19087/606496",10
"GO:0042626","GO:0042626","ATPase-coupled transmembrane transporter activity","37/4719","101/22707",0.000173818175278723,0.00119552988850244,0.000758641586582359,"66144/98660/11972/11303/11974/54411/11973/11975/67972/73834/66335/12892/11307/19765/11984/66237/11947/11931/11305/11747/11938/11941/320707/192663/235574/11928/114143/108664/21871/27425/66290/76252/20927/232975/11932/11964/26874",37
"GO:0001221","GO:0001221","transcription cofactor binding","22/4719","50/22707",0.000180929596275241,0.00123690051271801,0.000784893942374249,"15191/107951/13982/15182/170930/217166/71702/18044/108100/12912/22218/232334/19883/12217/16969/268448/20473/56484/71389/22059/26875/65019",22
"GO:0046966","GO:0046966","thyroid hormone receptor binding","14/4719","26/22707",0.00020551584040285,0.0013965172769543,0.000886181176118819,"17978/23989/20185/18193/15460/68776/14897/229906/233908/69790/20182/230753/320165/18226",14
"GO:0002020","GO:0002020","protease binding","49/4719","146/22707",0.000214732887804562,0.0014504113619374,0.000920380483498909,"16400/13202/109552/13544/19358/19156/13014/11789/22190/19211/21858/21929/21859/22433/67819/67118/56637/224727/74126/11946/16412/15510/16410/13010/269523/57320/12661/18550/11674/20866/12367/23802/16835/17319/70729/56436/223455/66797/216440/17196/67300/12569/66700/14218/22059/14251/20719/109815/19122",49
"GO:0043548","GO:0043548","phosphatidylinositol 3-kinase binding","19/4719","41/22707",0.000216174610883742,0.00145145810164798,0.000921044708025969,"12313/16001/12315/13982/14360/22433/14083/69601/22174/13131/18709/11928/12402/75141/216505/56208/12314/384783/18708",19
"GO:0030291","GO:0030291","protein serine/threonine kinase inhibitor activity","15/4719","29/22707",0.00022030721815043,0.00147045291167861,0.000933098152240999,"19088/12576/26914/19084/12575/19085/114715/18767/12367/19087/18769/114716/232341/109050/192231",15
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","18/4719","38/22707",0.000223962859385855,0.0014773690373523,0.000937486884471413,"21374/26914/15081/109910/20846/77264/229906/14472/51788/13653/229584/98403/240476/12608/242466/15078/622675/237336",18
"GO:0043014","GO:0043014","alpha-tubulin binding","18/4719","38/22707",0.000223962859385855,0.0014773690373523,0.000937486884471413,"14272/216965/83431/14360/20617/14683/19017/15505/67166/68142/104069/70892/231807/69310/70430/105000/320982/52589",18
"GO:0016208","GO:0016208","AMP binding","11/4719","18/22707",0.000226867248460329,0.0014788567121106,0.000938430911007102,"11821/77015/109754/18641/56421/110639/60525/19139/19309/432442/19082",11
"GO:0022884","GO:0022884","macromolecule transmembrane transporter activity","11/4719","18/22707",0.000226867248460329,0.0014788567121106,0.000938430911007102,"53600/56322/223696/320007/57743/21855/214597/232946/229279/21854/67952",11
"GO:0070717","GO:0070717","poly-purine tract binding","17/4719","35/22707",0.000228121514102168,0.0014788567121106,0.000938430911007102,"13205/75553/18458/207214/192170/170771/56878/20218/50926/67869/104721/51812/207181/51810/225929/20238/70248",17
"GO:0015267","GO:0015267","channel activity","125/4719","451/22707",0.000237894681482282,0.00152468864040917,0.000967514254832249,"14395/11950/53623/66043/12297/14809/12028/12728/12725/11951/22335/28240/215999/16506/56808/14394/53871/12289/12298/11749/228033/54411/20266/19164/22333/14399/14799/11418/12295/15165/22334/12294/319984/67498/28080/20273/14409/58226/80906/57340/11947/11946/11949/14802/16519/14810/16410/20614/58869/16497/99738/14658/226922/15168/67549/16498/26372/80334/14397/14400/111173/14812/57776/20866/14396/14456/234267/74166/14402/14800/16525/207777/12286/68539/268345/78339/16512/16526/102566/76376/16524/16494/16511/27425/116873/242443/269717/12293/20927/56543/14803/118454/16520/231549/17357/16485/16527/16500/231503/12288/382571/331461/226025/81905/70357/58802/110886/110862/20269/16502/14811/19229/67942/16504/16531/94249/54376/72821/72961/620592/241794/110876/56461/270028/98741",125
