"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005834","GO:0005834","heterotrimeric G-protein complex","1/36","33/23436",0.0494979024831438,0.125101348044409,0.0797711024979529,"14683",1
"GO:1905360","GO:1905360","GTPase complex","1/36","33/23436",0.0494979024831438,0.125101348044409,0.0797711024979529,"14683",1
"GO:0034358","GO:0034358","plasma lipoprotein particle","1/36","34/23436",0.0509600259506742,0.125101348044409,0.0797711024979529,"20210",1
"GO:1990777","GO:1990777","lipoprotein particle","1/36","34/23436",0.0509600259506742,0.125101348044409,0.0797711024979529,"20210",1
"GO:0000139","GO:0000139","Golgi membrane","2/36","239/23436",0.0520049672675348,0.125101348044409,0.0797711024979529,"14683/56398",2
"GO:0005719","GO:0005719","nuclear euchromatin","1/36","36/23436",0.0538777158132007,0.125101348044409,0.0797711024979529,"12387",1
"GO:0032809","GO:0032809","neuronal cell body membrane","1/36","36/23436",0.0538777158132007,0.125101348044409,0.0797711024979529,"18053",1
"GO:0032994","GO:0032994","protein-lipid complex","1/36","36/23436",0.0538777158132007,0.125101348044409,0.0797711024979529,"20210",1
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","2/36","244/23436",0.0539525270903228,0.125101348044409,0.0797711024979529,"20907/216169",2
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups","2/36","245/23436",0.054345159902205,0.125101348044409,0.0797711024979529,"18747/212627",2
"GO:0070382","GO:0070382","exocytic vesicle","2/36","247/23436",0.0551335151082791,0.125101348044409,0.0797711024979529,"18578/20907",2
"GO:0031941","GO:0031941","filamentous actin","1/36","37/23436",0.0553332885581038,0.125101348044409,0.0797711024979529,"56378",1
"GO:0044298","GO:0044298","cell body membrane","1/36","38/23436",0.0567866840712412,0.127006777277615,0.0809861029199365,"18053",1
"GO:0099522","GO:0099522","region of cytosol","1/36","40/23436",0.0596869560528376,0.132073264457343,0.0842167577005323,"18753",1
