"","gene_name","log2FC_deseq2.x","padj.x","avg.RPM.ctrl.x","log2FC_deseq2.y","padj.y","avg.RPM.ctrl.y"
"154","ENSMUSG00000038696",1.47516342129117,0.767363837841575,183.401064646373,-0.207510899520503,0.993871679664425,104.401544729081
"137","ENSMUSG00000033863",1.58839371007202,0.665621749586435,469.246021400546,-0.238954129755317,0.993871679664425,785.240520772828
"206","ENSMUSG00000061762",1.58352475131273,0.706945808118951,231.991365173733,-0.194802714904337,0.993871679664425,212.688378318624
"51","ENSMUSG00000021719",0.965799155074173,0.799148778111223,967.094030526859,-0.558550942367361,0.974505030171927,1181.2787782273
"187","ENSMUSG00000052534",1.2668280043891,0.767363837841575,937.276708154769,-0.397955923328037,0.974505030171927,1199.0180782775
"172","ENSMUSG00000043962",0.724105933773546,0.879130849010769,113.366754683569,-0.12147906454115,0.993871679664425,137.916542894465
"167","ENSMUSG00000041645",0.961903557610848,0.82273185529886,727.339589871694,-0.15596265255012,0.993871679664425,613.071754225832
"52","ENSMUSG00000021794",1.02164376704092,0.82273185529886,196.462208287483,-0.0499435691472447,0.993871679664425,124.98320630652
"146","ENSMUSG00000036751",1.09979265121115,0.797655223876038,1584.48561745141,-0.141363877757195,0.993871679664425,1222.97918902497
"152","ENSMUSG00000037791",1.84940520151633,0.690646493461552,147.200160204237,-0.226051050691921,0.993871679664425,158.419262888906
"63","ENSMUSG00000023011",2.11146594732394,0.581696228303512,639.734423653351,-0.492275353680152,0.978759070419296,638.174423871357
"78","ENSMUSG00000025372",2.14669061159629,0.493228177647104,1203.78540757088,-0.442876472699915,0.974505030171927,1567.53749305027
"58","ENSMUSG00000022285",2.1744170509917,0.528701555679719,1083.30372240926,-0.26314569380263,0.993871679664425,1899.84836195632
"176","ENSMUSG00000046447",2.15698981697015,0.487020282130917,4645.65907560432,-0.377190622458068,0.974505030171927,5040.06470160983
"4","ENSMUSG00000001525",1.34346366027946,0.693174883881668,1919.24293950707,-0.891481223124258,0.974505030171927,1553.4581801286
"197","ENSMUSG00000056812",1.34317299641422,0.788463578798239,462.960591323244,-0.960993919260369,0.974505030171927,322.267727301282
"96","ENSMUSG00000027828",1.56656835909666,0.77263964908651,52.5476183088897,-0.935695428294641,0.974505030171927,31.2446445643663
"108","ENSMUSG00000029291",1.47168540789856,0.763152002557685,545.191050909904,-1.00987731442785,0.974505030171927,649.228852907328
"76","ENSMUSG00000025203",1.51310613541502,0.708275060697272,992.842647587006,-0.668970201257787,0.974505030171927,1156.71048367477
"198","ENSMUSG00000056820",1.43554756162585,0.77186535547338,364.852318626084,-0.746910084363955,0.974505030171927,224.455254803424
"207","ENSMUSG00000062591",1.39190304862996,0.736037313297717,237.373064875683,-0.762345876932269,0.974505030171927,236.511085488052
"46","ENSMUSG00000021096",1.30584719101803,0.788463578798239,465.701159052164,-0.744618802990605,0.974505030171927,493.500992432159
"144","ENSMUSG00000035864",1.31995863847617,0.730958937939161,1410.80216081933,-0.796551466079356,0.974505030171927,1673.80945798043
"212","ENSMUSG00000067629",2.14298349269648,0.528629760303379,50.7439078446324,-0.763526392205412,0.974505030171927,107.882423404089
"203","ENSMUSG00000059923",1.97556676478035,0.636406857498389,180.465721120659,-1.18848778394357,0.931033334536483,177.408103371145
"218","ENSMUSG00000094483",2.0171232667008,0.603178420479997,537.303546669736,-1.10264752554947,0.965674063909907,848.592601053517
"25","ENSMUSG00000014195",-8.85121781025457,0.0994790656315211,135.447085210127,5.09183478369722,0.752306632600603,163.596896382473
"191","ENSMUSG00000054000",-8.12497538132661,0.0994790656315211,40.5075641308229,3.1019905691781,0.845366689187258,21.3153972692733
"11","ENSMUSG00000003949",-0.180975747135018,0.979184258542963,141.021807028157,5.01067499977636,0.744512064422335,89.7195251222829
"102","ENSMUSG00000028703",-0.147265401955369,0.98349909113051,57.5389449482671,4.80050208185109,0.752306632600603,25.9496648587108
"93","ENSMUSG00000027282",-0.462724565807375,0.945696800650543,97.9043643895251,4.51758536468382,0.792543075526165,21.9153299860859
"120","ENSMUSG00000031066",-0.229149624371257,0.977381857070805,150.998315029117,4.32309986115161,0.78469258351562,74.8798348213349
"53","ENSMUSG00000021830",-1.97957931836666,0.718609807175298,45.9380104296607,4.54676632230352,0.79074819448343,142.646634095017
"35","ENSMUSG00000018648",-1.32698971047979,0.766504894405462,285.323807145808,5.30564243671842,0.752306632600603,146.731038522242
"28","ENSMUSG00000016386",-1.24357984301033,0.82273185529886,33.0166463198527,5.469845756705,0.744512064422335,85.7488489343999
"196","ENSMUSG00000056692",-1.35404972598645,0.82467510889636,234.685336577491,5.55785499155159,0.744512064422335,223.059743993673
"49","ENSMUSG00000021303",-0.507214571266445,0.932871888234596,76.5320024103827,4.98957608260159,0.752306632600603,50.1761155085391
"209","ENSMUSG00000063434",-0.66663636036652,0.926845971684587,63.5537335872686,5.15763403846143,0.752306632600603,60.4855356516278
"110","ENSMUSG00000029616",-0.951136051396873,0.873008821378182,79.4050545157889,5.04536642263482,0.752306632600603,84.4247847867957
"175","ENSMUSG00000046178",-0.860784062249989,0.898343629373498,67.7630735784902,5.3916114804386,0.752306632600603,30.3614080779101
"193","ENSMUSG00000056158",-2.82359647041577,0.525240449878833,202.505202542293,3.24445576090788,0.802907780104857,244.104758067671
"37","ENSMUSG00000019715",-1.10646358898992,0.863724960613125,22.2248951488477,3.18263391437544,0.854175192896555,16.0018464498319
"38","ENSMUSG00000020107",-0.77162407060682,0.88772129872239,240.659965867542,3.60351174948074,0.79074819448343,210.892068763001
"192","ENSMUSG00000055022",-0.61999071148524,0.91708272751334,647.546505821817,3.37622221069541,0.80576916238,865.287454903848
"15","ENSMUSG00000005982",-0.0975697927587706,0.991916489320209,243.807809736683,2.86531543855009,0.821717747193926,175.479103177436
"50","ENSMUSG00000021716",-0.0224048297437559,0.998708036405415,62.2029362607109,3.07771831249793,0.821717747193926,31.24451823714
"90","ENSMUSG00000027184",-0.477534580581221,0.938413435273965,76.0868974633893,3.76379799021633,0.815952594107479,132.217777346353
"101","ENSMUSG00000028692",-0.546524655875686,0.943267124226629,89.4971820713305,3.68958112301505,0.820608915634696,124.730597601058
"157","ENSMUSG00000039105",-0.362207483411992,0.962290190191351,87.3643795964665,3.77403760866423,0.760738018262764,160.708809766745
"194","ENSMUSG00000056222",-0.342104127949948,0.961703263521825,254.757239329736,3.87813031404905,0.760738018262764,273.436356504074
"158","ENSMUSG00000039145",-0.305635033549215,0.962290190191351,198.50336676288,3.42662481778759,0.760738018262764,176.447164945317
"162","ENSMUSG00000040479",-0.180702446481635,0.98231826474786,918.233297699977,3.42137439117771,0.79074819448343,1022.1977911854
"32","ENSMUSG00000017740",-0.13723469725724,0.97972319257871,903.389102899609,3.71820674502899,0.763906932373655,1282.28434492561
"195","ENSMUSG00000056665",-0.0166364711447815,0.998733904284878,114.038056149055,3.53591314271663,0.828134708382118,133.818490639025
"3","ENSMUSG00000000568",-0.236097462727679,0.970928776574104,263.988003097599,8.35329168615796,0.744512064422335,330.999254332861
"210","ENSMUSG00000063659",-0.272358916274325,0.967384775279287,774.462376958521,5.66784605497387,0.744512064422335,640.894615330352
"106","ENSMUSG00000029095",-0.396159792833496,0.946961547095345,119.005744988003,6.19870139964477,0.744512064422335,88.3426722216717
"163","ENSMUSG00000040785",-0.0183556491269445,0.998708036405415,756.808896530948,6.10306340727268,0.744512064422335,899.028132466394
"186","ENSMUSG00000052459",-0.196557895264363,0.977813420093474,450.345649071563,6.16363888136871,0.744512064422335,549.195491844739
"1","ENSMUSG00000000088",-0.656341715616279,0.881973345499242,187.046950815151,6.79308737919233,0.744512064422335,142.2594448465
"16","ENSMUSG00000006050",-0.325115230978686,0.965352259337582,177.816375727295,7.05013008478658,0.744512064422335,251.581074742612
"10","ENSMUSG00000003872",-1.11430628282671,0.819848920686284,151.806238294651,6.07183085501331,0.744512064422335,115.226364712863
"83","ENSMUSG00000026335",-1.20642288988628,0.812627006504287,487.504627184377,6.83874233111477,0.744512064422335,344.08804500399
"161","ENSMUSG00000039717",-2.07063837193781,0.702160435020408,535.611615024162,7.06942130763958,0.744512064422335,454.395621911029
"204","ENSMUSG00000060780",-2.78703296233678,0.539273085710106,216.403317333663,7.49923466890178,0.744512064422335,201.320896926664
"48","ENSMUSG00000021248",-4.0459101774453,0.421698316647897,58.0532841556002,4.97676118037384,0.760738018262764,53.8045993020581
